Priceperweek,Population,Monthlyincome,Averageparkingpermonth,Numberofweeklyriders
25,1768699,5800,50,171494
28,1768543,5800,63,157512
43,1752087,6591,88,151489
71,1737702,10062,138,115696
52,1752310,8343,96,139617
36,1755253,6222,73,156373
47,1757914,6381,89,143444
15,1793888,5800,50,173573
62,1749182,10401,135,133009
40,1761421,5998,73,146081
64,1742366,12203,160,132673
54,1740237,9014,139,138554
60,1744519,10302,100,124611
89,1713812,13845,177,115696
70,1736709,11732,169,125317
15,1785476,5800,50,182438
62,1733992,9401,83,125129
42,1761003,6208,68,148695
35,1766127,5800,55,162213
75,1723851,13197,140,115696
47,1752898,5800,112,146439
41,1758097,5800,99,154819
15,1783301,5800,50,158889
83,1713065,11850,147,115696
44,1754010,7139,50,149805
64,1731484,11616,111,129540
75,1723736,10855,134,115696
60,1743336,9501,117,133309
63,1745313,10816,154,115696
35,1760491,5800,55,155780
68,1729488,10532,123,123075
49,1749440,7476,124,152007
26,1782813,5800,79,161617
39,1762670,5800,75,156317
33,1764202,5800,50,155363
32,1765186,5800,58,159490
39,1767250,5800,70,155885
62,1733434,8694,115,130873
15,1780940,5800,50,181775
60,1738397,8543,131,131998
41,1752367,5800,116,145149
54,1738861,8556,118,142006
31,1768971,5800,95,168017
52,1740002,6988,99,129595
74,1715264,12155,164,115696
91,1706356,12568,200,115696
18,1783792,5800,50,181283
68,1728882,8928,180,115734
29,1771174,5800,75,159381
28,1776782,5800,50,168455
31,1762038,5800,50,158805
60,1740329,9828,185,132326
27,1774210,5800,65,162711
43,1748869,5850,83,151297
88,1715723,13421,169,115696
75,1715067,10003,117,115696
22,1772386,5800,64,167750
68,1725309,9520,180,128993
63,1735798,10288,164,130699
23,1774898,5800,50,175510
17,1784912,5800,50,181852
60,1734956,7418,141,140889
15,1784951,5800,50,186656
64,1739810,9488,183,127758
45,1757157,5870,50,154764
43,1747261,5800,90,149476
33,1769086,6281,67,154944
49,1749986,8682,111,142607
83,1720704,11406,187,115696
27,1775521,5800,50,161500
80,1715668,12321,188,115696
63,1740628,9755,151,119721
18,1783639,5800,67,168671
35,1756313,5800,87,156717
82,1716365,12639,176,115696
35,1766488,5800,73,151975
62,1732495,8679,134,132838
39,1758275,5800,78,151319
45,1754314,6610,95,149590
77,1719288,12678,145,115696
61,1736295,8276,141,130023
15,1784637,5800,50,175438
53,1745178,8102,97,129505
20,1779694,5800,70,179530
88,1706125,13144,200,115696
69,1734207,10195,161,130710
67,1736530,11501,147,117232
63,1739595,8655,116,122315
57,1728610,8557,82,130184
38,1764239,6814,89,156110
52,1746039,7371,86,136730
65,1749605,7738,122,134706
51,1759651,7426,83,139644
47,1751878,6176,90,149218
67,1737748,11280,150,127837
30,1766523,5800,55,169898
38,1771331,5800,50,146993
74,1729218,10541,116,118211
65,1738242,9757,153,118612
60,1737588,11145,122,132654
15,1784124,5800,50,171006
57,1732502,9641,98,141496
64,1731761,9723,141,122003
64,1734457,9878,128,127406
60,1742101,10243,120,128371
44,1757093,6270,109,151427
62,1729533,10280,117,129658
53,1745568,8663,65,143644
64,1740177,8866,142,131878
67,1734475,10887,156,116940
81,1711953,11145,173,115696
56,1738808,7532,78,135670
52,1748365,7180,80,129913
31,1766964,5800,50,166390
15,1781989,5800,50,183698
93,1709371,14827,183,115696
37,1752254,5897,88,153824
52,1748414,6082,122,150740
81,1717728,12711,174,115696
41,1762332,7882,106,153617
63,1738686,10741,146,131968
31,1767290,5800,88,172658
56,1733261,7543,117,135611
49,1748429,5800,131,136750
69,1731933,10965,143,115696
80,1715604,10172,176,115696
64,1745225,10183,155,124812
69,1735707,10182,121,122545
15,1779870,5800,50,172957
26,1768491,5800,50,159871
61,1741582,9188,132,127666
41,1760113,5800,79,148381
31,1766793,5800,64,155324
52,1747642,6999,149,137359
28,1779609,5800,50,173356
36,1766314,5800,86,149168
62,1736011,9231,96,121366
27,1768514,5800,56,165068
78,1720597,13773,156,117233
44,1752773,5800,75,156093
40,1756291,6151,92,159048
58,1743926,9637,143,138699
64,1741381,10188,161,120062
58,1749119,8845,117,144828
55,1748466,7013,93,140145
58,1742567,8496,101,138092
69,1730071,10848,137,120109
23,1770610,5800,50,174489
28,1764986,6770,75,169300
61,1731394,8139,145,135189
73,1727195,11769,111,121122
59,1728472,9559,124,135022
38,1753264,5800,106,154105
71,1733955,10891,155,115696
44,1759965,6020,86,143123
26,1773506,5800,58,154992
55,1757843,11174,87,134322
56,1736022,8945,91,137922
31,1769718,5800,60,161977
46,1743561,6825,85,144315
70,1729708,10027,132,117802
33,1773047,5800,71,149619
48,1753034,7875,72,147825
25,1773695,5800,50,154003
61,1738372,7122,142,128784
51,1749096,7256,94,140451
18,1777705,5800,50,171013
29,1779982,5800,50,162933
28,1767485,5800,51,167347
38,1759321,5800,94,157908
42,1754965,8061,126,149612
50,1752244,7917,55,147444
54,1741550,6486,98,139230
35,1772033,5800,82,160363
32,1771311,6378,68,157654
55,1744571,7309,109,136708
63,1745729,9918,137,121170
33,1761529,5800,81,158473
21,1787215,5800,50,171688
18,1788159,5800,50,172401
73,1725071,11613,113,115696
48,1749309,6758,101,148448
46,1755741,8530,127,153007
36,1765318,5800,86,151164
23,1776076,5800,54,172954
53,1756131,8501,125,145156
15,1779199,5800,50,184058
62,1749759,9477,158,130764
46,1750244,5800,116,143070
63,1737203,8715,145,124656
31,1766637,6482,59,159227
23,1780756,5961,50,176214
46,1756978,6505,54,147186
15,1788937,5800,60,173881
40,1758530,6008,84,153614
45,1760357,7314,95,146768
56,1748661,8195,121,133003
65,1727885,9687,132,115696
37,1764039,5800,50,152338
23,1783878,5800,50,167145
58,1747421,8097,158,139212
40,1759006,5985,96,152931
24,1775313,5800,52,172859
19,1783079,5800,50,171071
87,1719247,13251,194,115696
63,1737005,9277,85,128449
61,1732401,7933,145,130410
64,1734097,11135,113,126568
60,1743315,9706,104,134961
72,1720179,12425,151,118387
15,1788710,5800,50,167547
61,1735058,9364,82,124624
65,1724999,11835,134,121860
72,1720666,10151,135,124062
42,1763399,5800,75,140527
42,1764007,5800,94,147550
39,1756989,5800,109,158888
52,1742269,8396,119,143285
51,1739165,5801,118,142209
53,1743328,7810,96,141266
83,1721058,13091,158,115696
75,1723344,12072,162,115696
49,1748953,8614,79,147416
15,1786144,5800,50,172975
49,1755038,9208,105,150161
57,1742611,7108,92,139088
67,1727067,9999,112,137426
75,1729837,12128,149,115696
53,1738614,8995,130,135775
92,1705230,14760,177,115696
30,1775553,5800,68,166891
68,1735593,10882,135,122897
81,1717892,12814,186,119650
80,1712567,11001,126,115696
73,1732075,10938,179,123269
72,1729789,10791,149,115696
42,1758876,5800,96,145622
36,1765067,5800,54,158933
102,1698667,15615,153,115696
41,1759607,7603,73,154622
15,1793453,5800,50,181004
21,1777381,5800,50,173526
55,1746735,8148,151,140894
37,1757567,6529,50,166510
47,1749547,8389,72,133322
31,1770128,5800,50,163440
43,1757230,5800,89,151218
47,1754221,7267,111,140673
21,1783510,5800,50,178059
62,1744740,8989,128,138914
42,1754663,5800,88,154919
32,1764826,5800,50,156245
37,1754364,5800,74,147747
69,1730869,10599,161,121954
44,1763220,5973,101,149834
46,1747742,6173,110,139127
18,1784836,5800,55,170159
37,1758283,5972,73,163779
47,1751332,7624,95,141725
71,1722989,10864,164,119738
28,1764544,5800,50,161770
30,1771280,5800,67,161751
41,1763889,6178,92,153191
53,1740965,8470,77,137196
94,1701541,15550,180,115696
15,1775782,5800,50,172046
56,1754778,9400,122,140410
77,1726829,10366,159,119024
61,1745318,8047,121,126280
35,1761190,6637,77,159018
78,1713834,11189,139,118229
41,1754666,6184,115,143353
39,1760189,5800,77,153083
63,1739411,8737,98,129414
58,1745685,8899,110,129182
49,1759377,7559,108,138618
52,1748786,8320,78,146342
53,1753635,6896,117,142307
63,1736155,8855,120,136702
20,1783921,5800,50,171320
37,1766662,5800,65,150993
29,1771811,5800,50,165057
84,1721711,13074,176,115696
49,1744033,8375,117,144466
38,1749439,6650,73,159125
83,1725117,14190,193,115696
39,1763828,9274,119,149382
47,1755018,6059,102,144449
93,1706023,14254,200,115696
67,1736848,8205,147,125608
30,1769176,5800,76,154225
48,1748125,6367,116,142909
50,1739079,7455,87,142886
45,1752944,6688,119,144832
21,1774601,5800,50,166017
20,1785231,5800,50,169923
74,1727512,10508,132,115696
42,1753994,5800,136,156821
65,1744254,9706,110,137058
25,1771927,5800,50,169677
51,1751412,6346,91,137443
77,1721646,10252,162,115696
40,1761129,7518,77,152313
54,1756395,8749,112,140858
38,1768064,6131,68,152912
80,1714491,12959,161,115696
102,1690014,15003,200,115696
33,1763612,5800,50,153311
82,1710171,12601,155,115696
45,1761399,6235,74,150454
50,1746412,5990,101,150545
60,1740917,6713,121,138043
15,1793793,5800,50,184316
49,1741779,8319,102,146664
38,1764383,7551,96,157384
22,1775410,5800,50,173789
51,1751563,8829,100,136032
54,1742482,8668,115,143922
28,1771281,5800,50,162708
42,1755703,5800,72,148926
79,1723008,11443,167,115696
30,1766059,5800,100,161865
38,1770887,5800,82,151461
44,1766343,7319,78,145533
48,1750320,7435,73,141126
28,1759521,5800,61,167307
51,1746975,6139,100,139257
68,1744000,9758,132,123973
73,1722693,12641,163,121052
46,1754856,5800,59,145927
40,1768745,5800,78,158137
69,1732318,10993,144,116282
58,1739308,8221,114,146186
78,1722985,10650,141,115696
64,1729734,9824,119,135981
68,1730619,10673,103,122917
31,1764343,5800,50,162677
42,1761346,5800,65,149813
91,1712819,13914,174,115696
47,1754917,8924,83,153854
39,1757394,5800,92,151973
83,1717860,11303,139,115696
41,1754929,5800,77,162387
45,1747926,6840,121,153207
39,1755210,5800,84,153641
46,1762302,5800,117,156709
59,1743269,9766,159,133729
42,1760307,6822,84,150160
62,1744580,11107,127,132515
31,1766658,5800,61,158049
65,1737246,9953,116,134977
38,1761374,5800,80,153630
55,1744523,8121,90,130114
63,1735172,8767,100,130039
84,1712339,12878,182,115696
15,1782740,5800,50,181347
53,1743551,7857,107,138819
73,1719471,10899,106,115696
43,1751529,6618,62,143937
45,1753941,6893,74,149613
61,1746622,10358,138,126145
66,1737256,11052,133,124766
15,1774090,5800,50,182714
83,1717783,12458,153,115696
22,1788844,5800,50,172037
36,1766392,5864,50,159625
15,1785283,5800,50,172377
53,1739640,11566,117,142804
15,1791049,5800,54,176197
53,1748446,5800,103,143359
94,1710452,13675,187,115696
36,1764725,6437,100,153079
48,1750732,6732,109,142893
62,1733253,9795,126,131403
66,1731779,10663,143,120727
52,1745918,7360,130,144049
58,1739052,6797,121,120001
27,1771249,5800,50,163988
33,1760905,5800,50,166289
38,1757222,5800,76,149628
22,1779861,5800,50,160464
40,1769551,5800,84,153541
15,1788478,5800,50,176279
78,1726417,11283,147,115696
68,1737065,11009,143,121943
80,1716945,11726,159,115696
95,1707918,12982,200,115696
100,1697294,15751,195,115696
38,1760500,5800,90,161958
70,1725848,10258,153,119211
35,1764272,5800,50,153843
76,1717240,13037,145,115696
17,1777927,5800,50,174368
28,1772292,5800,53,163087
21,1784703,5800,50,165435
19,1775391,5800,50,170716
30,1767590,5800,75,170025
80,1718842,12740,137,115696
53,1758181,8952,128,141830
59,1735245,10123,71,135599
25,1768008,5800,63,163044
15,1778940,5800,50,175353
58,1741201,8106,130,126471
44,1758385,6790,122,147888
102,1700131,14337,200,115696
18,1771687,5800,50,163426
49,1751151,6723,118,137374
99,1694868,14042,192,115696
61,1741820,9479,122,134968
54,1742460,7693,141,136959
49,1756664,7404,98,139619
35,1764581,5800,79,161681
46,1752583,6458,70,150878
27,1770713,5800,59,157752
37,1764197,5800,73,151447
67,1730238,10394,113,123512
66,1738182,9403,131,130386
73,1725022,12524,137,116772
91,1714784,13527,165,115696
48,1746678,6859,64,152858
27,1778076,5800,50,163171
28,1772030,5800,79,167517
48,1751789,7852,114,144889
33,1757680,6479,95,162032
47,1749942,5990,93,143199
44,1758263,7412,74,155447
69,1727580,8403,120,128020
70,1726514,8601,125,116902
64,1745997,10100,175,128390
40,1758671,6513,67,157463
58,1742223,8601,104,141296
45,1752992,6931,105,144302
75,1718827,12298,182,115738
74,1723074,11257,158,118542
55,1753866,8347,131,151118
60,1729874,7282,113,131430
30,1773680,5800,50,168668
38,1756580,5800,90,153915
38,1764959,5800,83,157975
45,1748496,7018,103,143149
26,1776906,5800,76,171111
24,1788052,5800,50,168720
52,1736704,8430,98,141824
65,1730649,11059,125,139814
50,1750741,5800,108,143186
77,1708669,13421,140,117375
15,1788708,5800,50,176422
49,1746001,7673,95,145892
86,1710896,13389,178,115696
53,1745557,9480,113,125567
38,1764163,6577,83,155535
76,1731778,11607,128,115696
69,1733797,10740,107,124650
56,1745507,7988,92,132439
24,1768601,5800,63,165439
38,1761626,6909,62,147387
32,1769072,5922,50,156282
66,1736147,10063,108,124280
45,1760828,7668,93,144201
56,1742874,8705,104,145796
63,1733440,9267,124,128141
49,1757140,5800,92,138886
15,1788865,5800,50,174272
50,1752787,8264,99,142440
45,1753597,6018,106,145725
49,1754915,7372,122,148645
15,1786526,5800,50,180164
74,1729840,13003,178,119238
60,1745421,8993,125,132639
27,1782379,5800,67,166964
69,1734533,9186,158,123219
55,1741048,9177,120,136630
50,1751983,8725,112,136319
26,1773553,5800,94,163880
21,1783112,5800,50,165710
19,1782683,5800,50,175982
55,1735089,8168,102,138631
57,1746769,7091,155,135387
33,1767331,5800,52,156936
44,1752782,7648,141,142552
75,1721048,11726,142,118385
55,1750437,7853,85,141607
52,1751745,5800,87,142512
34,1756661,5800,89,153491
21,1779829,5800,50,170783
82,1722957,11342,146,119124
60,1738723,9032,150,134904
60,1735889,8010,94,133021
15,1780094,5800,50,171584
67,1728438,11771,86,126346
84,1726576,12259,178,115696
18,1784810,5800,50,169110
68,1732661,9472,125,125120
49,1751517,7867,110,140499
42,1756972,5842,64,150963
52,1749937,10547,114,140574
18,1783320,5800,50,175463
52,1749627,8374,117,143036
57,1741533,8685,119,131307
53,1745958,8284,129,137030
33,1760725,5800,62,163305
56,1742891,7124,118,147965
89,1721494,13927,169,115696
54,1750170,7478,125,138993
78,1722724,10651,151,115696
41,1762564,5800,87,160823
39,1767503,6366,87,150351
26,1779125,5800,50,170419
49,1744047,8603,90,141421
28,1768402,6466,77,174800
48,1746836,9290,104,143896
91,1711877,15053,180,115696
41,1762592,5823,93,155696
82,1720740,12966,150,115696
54,1749538,7346,85,137647
76,1721976,12026,169,123372
37,1768630,5800,74,161472
84,1720331,12418,194,115696
34,1768822,6475,84,155817
34,1776874,5800,75,163994
43,1762949,6081,79,154929
54,1745614,9241,91,134568
57,1739584,7619,108,141486
16,1795784,5800,50,179541
31,1770752,5800,75,159725
47,1753674,8005,82,152148
45,1754619,5800,83,149413
52,1742229,9315,104,138423
47,1746551,7218,114,139702
42,1753811,5954,56,144507
60,1740376,8194,69,135705
36,1773537,5800,74,162493
67,1729546,10531,135,125281
28,1768340,5800,50,160407
37,1757205,5800,80,155663
51,1747719,7577,92,147161
37,1762374,5800,77,158081
55,1745569,7973,125,132059
68,1733494,11381,111,136753
63,1739177,9583,125,121010
29,1768452,5800,67,165976
19,1781986,5800,50,170692
79,1714204,11637,132,116412
17,1785790,5800,56,171696
50,1761528,7370,132,149708
65,1736945,10048,149,120987
50,1748497,8879,85,142632
57,1745422,7878,125,142690
56,1746558,9207,85,139699
41,1744099,5800,84,153556
55,1737773,8574,97,139519
56,1739941,8471,100,142327
54,1741019,8344,119,137251
41,1764550,5811,82,151132
46,1753958,5800,58,152676
83,1715372,11866,143,115696
21,1777743,5800,50,172083
15,1792648,5800,59,169686
68,1734723,11792,118,127748
33,1770893,5800,50,157730
56,1748037,7877,119,135584
50,1753351,6585,98,145824
59,1743888,10228,90,142349
74,1723219,12438,146,116266
55,1749352,7121,100,139878
33,1767164,5800,70,158286
46,1754701,7103,98,144203
41,1755607,6377,58,152355
46,1752076,7741,65,151515
45,1748702,8375,77,142245
58,1743479,6781,103,138356
80,1713300,10255,126,122073
58,1745688,8456,122,134721
46,1750399,9454,104,144605
56,1751671,7745,127,136563
15,1792995,5800,50,185634
36,1765464,5800,73,155360
30,1766639,5800,81,164751
83,1711513,13102,176,115696
60,1740081,11284,124,137361
32,1760720,5800,82,166194
85,1721399,12530,185,115696
45,1753067,6003,50,151380
50,1745880,7782,99,140406
19,1776970,5800,50,175418
38,1755593,6126,62,161342
39,1745226,5933,73,157107
61,1740042,9263,136,120838
15,1793777,5800,50,181378
39,1755439,6431,110,153708
77,1726544,11409,119,116564
18,1774186,5800,58,174228
30,1769937,5800,67,171485
55,1735211,8300,113,136080
63,1733001,11338,136,119373
59,1743882,9823,120,138862
39,1763426,7041,50,147557
60,1735850,8223,155,129520
65,1732625,9731,120,123618
79,1726558,14027,162,117602
44,1751269,7252,107,149727
47,1756029,5800,72,152881
28,1769486,5800,52,156770
30,1767630,5800,55,155141
43,1750705,6023,50,148032
69,1729673,9954,157,122989
33,1758278,5800,53,163871
15,1787418,5800,50,180092
68,1730410,9325,118,133252
67,1724303,10358,145,123720
42,1759353,5800,84,152770
63,1729751,9675,107,123690
83,1711422,10314,139,115696
66,1730751,10020,110,124354
20,1787818,5800,50,166339
29,1764282,5800,59,160611
48,1755204,6723,62,137247
44,1758931,6633,50,144249
31,1768767,5800,63,159433
59,1744629,7961,145,131123
38,1755065,6572,64,155839
53,1751630,8225,71,136681
67,1728808,11925,129,126458
36,1770257,6873,57,154700
24,1788089,5800,62,180507
77,1730665,10173,160,115696
29,1770140,5800,50,166914
